date;permco;ret;vol
2002-04-24;7.0;-0.01979379542171955;2548392.0
2002-04-25;7.0;0.01472445856779814;3562195.0
2002-04-26;7.0;-0.04601992294192314;5551110.0
2002-04-29;7.0;0.04128634557127953;4956382.0
2002-04-30;7.0;0.01293828804045916;5101444.0
2002-05-01;7.0;-0.01194894593209028;3876620.0
2002-05-02;7.0;-0.0120933698490262;4568504.0
2002-05-03;7.0;-0.007598155178129673;4250936.0
2002-05-06;7.0;-0.03658020496368408;4500940.0
2002-05-07;7.0;-0.007947033271193504;4396343.0
2002-05-08;7.0;0.08455725759267807;8014297.0
2002-05-09;7.0;-0.00738614285364747;4097659.0
2002-05-10;7.0;-0.03596530854701996;4312684.0
2002-05-13;7.0;0.02658665738999844;4823504.0
2002-05-14;7.0;0.06975772976875305;9446862.0
2002-05-15;7.0;-0.01288558822125196;6090609.0
2002-05-16;7.0;-0.002769050654023886;4170153.0
2002-05-17;7.0;-0.007933314889669418;4736236.0
2002-05-20;7.0;-0.01079570036381483;4873234.0
2002-05-21;7.0;-0.05173810571432114;5100891.0
2002-05-22;7.0;0.03665816783905029;5193013.0
2002-05-23;7.0;0.03536186739802361;6918105.0
2002-05-24;7.0;-0.04090550914406776;2996288.0
2002-05-28;7.0;-0.007039340678602457;2715798.0
2002-05-29;7.0;0.0;4085408.0
2002-05-30;7.0;0.009174362756311893;3565454.0
2002-05-31;7.0;-0.03719014301896095;6593794.0
2002-06-03;7.0;-0.0167381726205349;4351688.0
2002-06-04;7.0;-0.005674341227859259;6302476.0
2002-06-05;7.0;-0.00263394950889051;4982304.0
2002-06-06;7.0;-0.02464786544442177;4741866.0
2002-06-07;7.0;-0.03429603949189186;11018521.0
2002-06-10;7.0;0.003738314146175981;5000937.0
2002-06-11;7.0;-0.04748605564236641;6326608.0
2002-06-12;7.0;-0.01808401569724083;9540017.0
2002-06-13;7.0;-0.02737676538527012;6388776.0
2002-06-14;7.0;0.02865913137793541;7617585.0
2002-06-17;7.0;0.02189057320356369;6013400.0
2002-06-18;7.0;-0.01898740418255329;6803400.0
2002-06-19;7.0;-0.1503721475601196;30828558.0
2002-06-20;7.0;-0.0005841255187988281;7240869.0
2002-06-21;7.0;-0.01519580464810133;7999409.0
2002-06-24;7.0;0.02492582052946091;7889407.0
2002-06-25;7.0;-0.00752756604924798;5451137.0
2002-06-26;7.0;-0.03442241251468658;10114991.0
2002-06-27;7.0;0.03081572614610195;4600330.0
2002-06-28;7.0;0.03868697956204414;4949850.0
2002-07-01;7.0;-0.03724604099988937;4212011.0
2002-07-02;7.0;-0.007033935282379389;5575914.0
2002-07-03;7.0;0.03600936755537987;3587932.0
2002-07-05;7.0;0.06780630350112915;3080636.0
2002-07-08;7.0;-0.03895408660173416;4026024.0
2002-07-09;7.0;-0.02665183506906033;4268512.0
2002-07-10;7.0;-0.01197952032089233;3753221.0
2002-07-11;7.0;0.05658195912837982;6763843.0
2002-07-12;7.0;-0.04371580854058266;7988049.0
2002-07-15;7.0;0.04171425849199295;5370211.0
2002-07-16;7.0;-0.02029615640640259;8221933.0
2002-07-17;7.0;-0.1248600482940674;21806373.0
2002-07-18;7.0;-0.04094691947102547;10099863.0
2002-07-19;7.0;-0.002001316519454122;6988763.0
2002-07-22;7.0;-0.002673794282600284;7763277.0
2002-07-23;7.0;-0.03016084432601929;7232966.0
